module	term_id_REAC	genes_hugo
98	REAC:R-HSA-425407	SLC52A1;SLC16A13;GJA5;SHISAL1;SLC7A1;MFSD6;GALNT15;GPR42;GJA8;SLC39A2;YIPF6;CD79A;SLC39A9;TMEM147;TMBIM6;GOLM1;FFAR3;CLDN7;MS4A13;SLC35B2;SLC41A2;GJB2;SLC13A4;SLC41A1;CLDN4;HERPUD2;LAT;ST6GAL2;EFNA5;TRHR;TMEM237;MFSD5;PDCD1LG2;ACKR2;SLC66A1;EMC6
99	REAC:R-HSA-8951664	E2F6;MIA2;DACT1;ZFPM2;ZBTB17;COMMD1;MTF2;JARID2;KLF6;AEBP2;CCDC22;HES7;COMMD8;COMMD4;CCDC93;NBEAL2;VPS26C;PIH1D2;COMMD2;COMMD3;COMMD10;COMMD5;LCOR;BAHCC1;COMMD6;TCEAL8;COMMD9;DENND10;ZBTB7C;EZH1;COMMD7;BRDT;RPL39;VPS35L;SKIDA1
102	REAC:R-HSA-177243	NUP93;RANBP2;LMNA;NUP153;KPNA1;NUP43;NUP188;TPR;RAE1;AHCTF1;KPNB1;NXF1;NUP205;NUP107;NKX2-1;KPNA2;NUPR1;KPNA3;NUP98;NUP62;NUP160;SEH1L;MYC;SEC13;NUP155;KPNA4;NUP214;NUP85;RCC1;NUP133;SENP2;RAN;NUP50;RANGAP1;IPO5
103	REAC:R-HSA-5223345	DEGS1;SLC4A2;TXNDC15;XPR1;SLC47A1;SLC25A17;VSIG1;SLC12A4;LRRC8C;LRRC8D;PTH1R;LRRC8A;LRRC8B;SLC12A6;SLC29A1;NRN1;SLC12A9;RHBDD3;LRRC8E;SLC15A4;NMUR2;SLC12A7;MARCHF6;NT5E;SLC17A2;ATP11C;SLC43A1;SLC7A3;SQLE;PTGIR;SLC41A3;POPDC2;SLC6A6;SLC44A1;GPR21
105	REAC:R-HSA-9639288	CASTOR1;CASTOR2;KIF27;LAMTOR5;RRAGC;RRAGD;RRAGB;NPRL2;TBC1D7;RRAGA;NUDT1;LGALS9C;LAMTOR1;ABCF3;NOL8;DEPDC5;HEBP2;TRIM16;LAMTOR4;NPRL3;FNIP2;MIOS;SLC38A9;URB1;SESN1;WDR59;WDR24;FMNL3;WDR89;BMT2;URB2;FGF3;DDX51;PROKR1
108	REAC:R-HSA-6790901	ID1;BUD23;PWP2;IMP3;ZC3H15;FYTTD1;UTP6;SERPINB12;IMP4;THOC6;ABCF2;THOC7;PPIP5K2;DNAJC2;CLUH;UTP3;ZNF692;CCDC9;C19orf47;THOC5;ZNF606;ZKSCAN5;WDR74;RRP9;HMGN5;MYO1G;THOC3;DHX37;WDR36;DCAF4L2;DHX33;PPIP5K1;USP36;KIAA1522
109	REAC:R-HSA-450294	MAPKAPK5;PDPN;CLEC1B;MAPK12;DUSP3;MAP3K8;MAP3K2;MAP2K4;MAP2K7;MAP3K4;MAP2K6;MAPK11;MAPKAPK2;KSR2;MAPK13;EEF2K;MAP3K20;TAOK2;MAPKAPK3;MAP3K13;ZFP36L1;DUSP16;DUSP1;ZNF544;CPNE6;AKIP1;MAP3K12;ZNF567;MAPK4;FPR1;DUSP2;MYLK3;ABHD14B;RCSD1
111	REAC:R-HSA-1296072	GJD2;KCNQ1;CALM1;KCNB1;KCNH2;FRMD8;KCNC1;KCNG1;KCNF1;KCNE1;KCNE3;CACNA1S;KCNQ2;DAPK2;KCNE5;KCNQ5;ALG10B;MYO10;KCNH1;KCNV1;KCNB2;ITPKA;KCNV2;SLC26A5;CACNA1D;KCNE2;KCNQ4;KCNQ3;KCNG3;KCNG4;KCNG2;KCNC2;RNF207
112	REAC:R-HSA-8982491	OAZ1;GYS1;GYG2;OTUD5;ZNF474;TSR2;OAZ3;GYG1;PPP1R3C;PYGM;PYGL;MPPED1;PCYT1A;PYGB;PPP1R3D;AZIN1;PTPRT;OAZ2;GAS2L3;STBD1;PCYT1B;MON1B;LANCL2;ADSS1;PHKB;PHKG2;PHKA1;PHKA2;AZIN2;GBE1;GYS2;PHKG1;OSCP1
114	REAC:R-HSA-432720	EHMT1;FIBP;DOK5;SUV39H2;WIZ;AFP;CDYL;DBF4B;ZNF462;C8orf74;CDYL2;ZNF451;LCA5L;OPLAH;MIER3;CDCA4;MIER2;OSGEP;ZSCAN5A;AP4S1;TFB1M;MORN2;AP4B1;TPK1;D2HGDH;AP4M1;ZNF318;AP4E1;ZNF644;SPRR2E;CACNG3;ZBTB46;ZNF616
115	REAC:R-HSA-5696394	UBXN7;UBE2M;SKP1;CUL5;COPS7B;VHL;DDB1;CUL4A;CRBN;CUL4B;COPS6;ERCC8;CUL3;RBX1;COPS2;DTL;NEDD8;DDB2;COPS8;COPS7A;ELOB;COPS3;ELOC;GPS1;CUL2;COPS4;COP1;DCAF1;COPS5;DCAF4;H1-2;DCUN1D1;SKP2
116	REAC:R-HSA-1474228	MMP7;MMP8;TNFSF11;MMP10;LUM;MMP1;MMP13;THBS2;HAPLN1;TIMP2;MMP19;MMP3;MMP2;SPOCK3;ADAMTS5;LGALS8;TIMP4;TFPI;COL12A1;BCAN;MMP16;MMP26;PZP;MMP9;SPOCK2;ADAMTS4;KISS1;ACAN;CCL7;TIMP1;SPOCK1;TIMP3;MMP14
117	REAC:R-HSA-6811436	DCTN3;PDGFD;VIL1;DYNLT3;ACTR1B;SCYL1;DCTN6;RPS19BP1;SLC2A13;RIC8A;KIF24;RANBP3L;DEFB127;KLHL2;PMEPA1;C20orf85;DCTN5;TMEM150A;UPRT;C2orf15;MIS18A;UCK1;DCTN4;PYROXD1;UCK2;ACTR10;UCKL1;SCIN;TMOD2;ZNF585B;AVIL;PDCL3
118	REAC:R-HSA-5669034	CD70;CD27;TNFSF15;TNFRSF25;TNFSF13B;TNFRSF13C;CD163;TNFRSF13B;TNFSF12;TNFRSF12A;KLK2;ARFGEF3;FAM118A;TNFRSF17;TNFSF13;SLPI;LSM14B;PPFIBP1;HACD1;SEMG2;TNFRSF6B;AGGF1;SEMG1;KLK3;LYG2;MFAP4;SAAL1;SPATA20;SCGN;PTHLH;ST6GAL1;PXYLP1
119	REAC:R-HSA-420092	TACR3;GCG;CYSLTR2;TAC1;TACR2;GIPR;GIP;GHRH;GLP2R;IL32;MEP1A;MEP1B;GPC2;DPP4;RNASEK;VIP;APOC3;SERF1A;NPPB;FAP;TSPAN8;TM4SF20;AQP7;PTH;FAM3B;TM4SF5;NPY5R;GRP;PYY;CYSLTR1;TAC4;GNRH1
120	REAC:R-HSA-6783310	MUS81;EME1;SLX1A;SLX4;ERCC4;PLK3;TNKS;ELK3;MAPK10;ZNF239;CCSER2;ARHGEF40;ZNF512B;TNKS2;FASTK;DCLRE1B;PAGR1;SH3BP5;KDM3B;FSBP;KIF26A;CELF5;TMEM72;RAD54L;FTCD;CDC123;SLC35A5;KLF10;HPS5;TMEM44;MYO18B;SLX4IP
122	REAC:R-HSA-2142789	C1QBP;POLDIP2;CHCHD2;PMPCB;COQ6;CPT2;MAIP1;COQ9;COQ4;ATP5ME;COQ8B;ATP5F1E;COQ10B;COQ3;CLPX;ATP5PD;PAK5;NDUFAF8;COQ7;ATP5PF;ADCK1;CAV2;COX6A1;STOML2;COQ8A;PTPMT1;C15orf48;COQ5;ATP5PB;ATP5F1D;SPRYD4;FMC1
123	REAC:R-HSA-6783589	IL6;AGRP;CNTFR;CNTF;CRLF1;CLCF1;IL6R;SORL1;GFRA1;GDNF;LIFR;CTF1;FREM1;ZC3H12A;SCGB1D1;FAM76B;LIF;POMGNT2;EGFL6;DEFB121;ICA1;FREM2;TAFA4;SOST;TYW3;GPLD1;ZC3H12D;VWDE;NHLRC3;CCN6;CLPSL1
124	REAC:R-HSA-5624138	PDE6D;CD200R1;UNC119;ARL2;PDE8A;ARL2BP;NCR3LG1;PTS;RP1L1;DEXI;PDE9A;TBCD;PRKG2;TMEM207;C14orf180;ARL3;C12orf75;SULT1E1;NXPH3;NPHP3;RP2;NME6;UNC119B;PALD1;NOCT;SLC44A2;ITLN2;ITLN1;RFTN1;DTWD2;ARHGEF35
125	REAC:R-HSA-912694	IFNB1;IFNAR2;TREM1;PTF1A;PGLYRP1;HPX;SLAMF7;FURIN;MOB3C;LACRT;TRIP12;CABCOCO1;AHDC1;ADAMTS1;IFNA2;IFNA8;NAGPA;COL23A1;UBR3;IFNA4;IFNA21;IFNA5;IFNA13;RBPJL;PCYOX1L;CER1;IFNA14;IFNA6;IFNA17;IFNA7;TTLL9
126	REAC:R-HSA-1362300	E2F7;E2F8;ATAD2;TFDP2;E2F5;LIN37;NUSAP1;MYBL2;None;LIN9;NCAPG2;LIN54;CCNF;SOX30;ZNF143;GP2;LIN52;E2F2;RNF26;KMT2D;MYBL1;MACIR;FBXO38;BCL2L12;NOMO2;ADNP2;AMY2A;TICRR;KLF7;LRRC57;ZNF362
129	REAC:R-HSA-389960	TUBG1;VCP;TUBA1A;PPP2CA;GAN;ACTBL2;TUBA1C;GANAB;NME1;TUBB2B;CDC20;EGLN3;CCT2;PPT1;PPP2CB;PPP2R2A;CCT8;TUBA1B;IGBP1;HDAC5;CCT6B;TCP1;CCT6A;BUB3;LGALS3BP;CCT5;CCT4;CCT7;CCT3;PPP6C;FBXO6
131	REAC:R-HSA-2206281	LRIG1;NFKBIZ;ARSA;LRIG2;SHISA4;DESI1;ERP29;HSD3B1;ENTPD6;CANT1;HSD3B2;GAL3ST1;LIMCH1;LRIG3;SIAE;INSL5;TPSB2;TMEM132A;LRRN2;SP140;GALNS;SGSH;CTSF;NAGLU;NAAA;ARSB;DNASE2B;MANBA;TMEM38A;SPACA4
132	REAC:R-HSA-72731	DCC;UNC5A;NTN1;NEO1;UNC5B;DSCAM;NTN3;NELFB;UNC5C;NELFCD;EIF2B5;C1orf50;EIF2B1;TPRX1;TRIML2;NTN4;TRIM9;DNAAF4;TRIM46;NELFA;EIF2B4;FKBP3;EIF2B2;FLRT3;TENM2;DRAXIN;ADGRL3;EIF2B3;ADORA2B;DENR
133	REAC:R-HSA-3359473	GCH1;AAMP;MMACHC;MMADHC;PTPN21;RLF;PRRC2C;UBE2H;RANBP10;MKLN1;NAXD;GID8;RMND5A;ADCYAP1;YPEL5;ERCC6L2;JPH4;RMND5B;GID4;WDR26;USP12;PMFBP1;PCP4;MAEA;SPRR2D;KIF12;CYREN;CFDP1;CALML5;CALML6
134	REAC:R-HSA-5627117	LIMK1;ADD2;ADD1;ADD3;HDAC8;ROCK1;MBP;RHOC;PAK6;FBXO42;ROCK2;ARHGAP24;ANKRD29;RHOBTB1;SHROOM2;SSH1;C22orf15;MIIP;SH3PXD2B;FAM78A;ISLR2;RHOV;ARAP2;MDM1;ZSCAN2;SSH3;LIMK2;OSBPL5;RTKN2;KCNH5
137	REAC:R-HSA-8943724	FOXK1;ZMYM2;CTBP2;RCOR1;CIC;SIN3A;MECOM;DNMT1;NR2C1;HDAC2;SMARCA5;RBBP4;CTBP1;GATAD2A;FOXK2;MTA1;DNMT3B;SPEN;EZH2;KDM1A;ZBTB7A;RBBP7;RBPJ;MTA2;CHD4;NFATC2;MBD3;MACROH2A1;PRDM16;SOX2
138	REAC:R-HSA-5663213	SPTA1;DNMBP;WASL;APBB1;FYB1;WASF1;WAS;PACSIN1;ABI1;EPS8;WASF2;CBLC;ABI3;RAPH1;BAIAP2;BRK1;NCK2;WIPF2;WASF3;GAS7;CYFIP2;PTPRE;VASP;PACSIN2;PSTPIP1;NCKAP1;WIPF1;EVL;APBB1IP;ENAH
139	REAC:R-HSA-166662	ROBO3;COLEC11;MASP1;FGF9;COLEC10;MBL2;MASP2;FCN2;PTX3;FCN1;ITIH4;FGF16;UMOD;C1QC;FCN3;EMILIN1;FGF17;PLAC9;FBXO46;FGF5;NELL2;FGF18;RSC1A1;EMILIN2;MMP25;TRMT10B;C4orf48;FGF20;FGF22
141	REAC:R-HSA-9754560	MTMR7;RALGAPA2;TGFBRAP1;VPS39;UVRAG;VPS33B;RPS6KC1;VPS8;VPS11;MON1A;SCLY;VPS33A;VPS16;CT55;STX17;CYTH3;VPS18;TMEM266;VPS41;AKTIP;COLGALT2;VIPAS39;UAP1;RIOK2;ZGRF1;HYI;NAB1;KYAT1;TTC31
142	REAC:R-HSA-193697	NGFR;NGF;BDNF;ITGA9;NTF4;NTF3;ITGB7;ITGAE;VEGFD;SPDEF;DIRAS1;SNX20;DNAJC8;APH1B;TNFRSF21;DNASE1L1;RTN4RL1;ZNF10;HSFY2;RTN4R;FUT2;TBC1D8;CST7;ATP6V0A4;ZNF274;ITIH3;OMG;MAG;MADCAM1
144	REAC:R-HSA-500792	CCR9;CRHBP;CRH;TSPAN7;CRHR2;UCN;SDHC;SDHD;KDELR1;OSTC;ASPA;ACY3;PTGER4;SYT11;TMEM161A;None;GPR35;PLXDC1;GJC2;PPP1R3F;MCOLN1;ADGRG1;SLC37A1;GNRHR;UCN2;B4GALT2;GPR146;SLC45A4;UCN3
145	REAC:R-HSA-73980	SOX4;BCAR3;RPS4Y1;SPRR1A;ZNF557;HOXC4;SMYD3;ZNF57;RFX1;H3-5;HSPB8;NSD3;SETMAR;GLIS1;NFIX;EPSTI1;NFIC;NANOGNB;LLPH;SOX3;ZNF614;ELMOD2;EIF2AK1;FOXN2;ZNF92;HSPB6;RPS4Y2;ITIH1;NFIB
146	REAC:R-HSA-3108214	MAGEA1;EID2;MAGED2;SSX1;DNAJB2;MAGEH1;AMER1;SMC6;NSMCE2;EID1;SMC5;MAGEC2;NSMCE4A;TSPYL6;RAB17;NSMCE1;SIMC1;ZNF597;AMER3;EID2B;MAGEE1;ESCO1;EID3;MAGEB1;MAGEF1;NSMCE3;None;SP140L;ZBED6
148	REAC:R-HSA-9603798	PEX3;PEX19;ABCD1;ABCD2;DNAJC6;PEX14;PEX13;PEX26;PHYH;ASCL4;PEX11G;PEX7;RNF112;SPRING1;ABHD17C;PEX10;IQGAP3;PNPLA3;PEX11A;PEX5L;PEX2;ATAD1;PXMP4;NAT8L;MBTPS1;ACSL6;GALNT16;HINT3;MTARC2
149	REAC:R-HSA-5620924	ARHGEF9;WDR35;TTC21B;ARHGEF28;ANKS6;NEK7;TULP3;EML1;IFT140;NEK8;ISG20L2;WDR19;PITPNC1;IFT122;CBS;TULP2;DRC7;IFT43;PISD;CCDC40;EML4;ANKS3;IFTAP;TTC21A;ARMCX2;ARHGEF18;DHX29;DNAJC17;TUB
150	REAC:R-HSA-5620924	OXT;KIF17;IPCEF1;MAP4K2;SASH1;MAP3K11;DUSP26;KIF3B;KIF3A;MAP3K10;CYTH1;KIFAP3;ANXA8;KIF3C;DEFB1;ISYNA1;RHPN1;CYTH4;ATG9B;PRMT9;CNKSR1;TCAF1;CLCN5;PREP;PLCD1;SSH2;MAP1LC3B2;ERN2;ZNF99
153	REAC:R-HSA-3928664	PKD1;RAC1;DOCK1;MYLK;TGFB1I1;EFS;PAK2;NCK1;PTPN12;GIT1;DOCK3;NEDD9;TNS3;PTK2;PXN;SORBS2;SH3RF1;SH2D3C;PAK3;PTK2B;SORBS1;PRPS1;ARHGEF6;CBLB;PTK6;ADAM15;BCAR1;ARHGEF7;PAK1
156	REAC:R-HSA-5679090	SMO;ABCG5;ABCG8;COA1;RHOH;NDFIP1;AGPAT2;TMCC2;ITGB1BP1;CD320;LEPROT;TMEM50A;SYT9;ABCG4;SLC50A1;ABCG1;PLEKHG5;SLC23A2;UGCG;OPN4;PLPP7;CADM4;ARMH4;TRPV2;TRPV1;PRRG3;PLEKHH3;HEPACAM2
157	REAC:R-HSA-75158	TNFRSF10A;TNFRSF10D;TNFSF10;SMPD2;PCDHA1;ABCD4;GHDC;PCDHA5;PCDHA12;PCDHA4;PCDHA8;MXRA7;PCDHA3;PCDHA7;PCDHA2;PCDHA10;PCDHA11;PCDHA6;PCDHA9;PLVAP;SLC10A7;PCDHAC1;PCDHB16;PCDHA13;PCDHB7;PCDHGC4;PCDHB6;KCNT2
158	REAC:R-HSA-392517	SIPA1;RASGRP2;RAP1A;RALGDS;RRAS2;RWDD1;RAP1GDS1;RAP1B;PFN2;RAP1GAP;KRIT1;RASIP1;CHGB;RAPGEF3;CSAD;DNALI1;RAPGEF4;RAB3C;MRAS;RAPGEF5;OARD1;HEG1;RIMS2;SLC22A7;DGKI;RAPGEF6;DHFR;NRBP2
159	REAC:R-HSA-5625970	CHRNA10;CHRNA9;PPIL2;KLC1;KLC4;NGDN;SERTAD1;KLC2;PPP1R15B;MGARP;AMD1;KLC3;RHOT1;KIF5C;TRAK1;KIF5A;CROCC;CLIP2;CARD19;KPTN;ABCB5;HSPB9;PLEKHM2;HS6ST1;PARP3;TRAK2;PARS2;TMEM131L
160	REAC:R-HSA-5620922	NME3;BBS2;BBS4;ACY1;ALDOB;LZTFL1;BBS5;BBS9;BBS1;CCDC28B;CCDC172;ARL6;BHMT;BBS10;OAS1;PAX2;BBS7;MKKS;BBS12;TTC8;BBIP1;BEX1;FHOD1;BLID;RCE1;OMP;BHMT2;AGXT2
161	REAC:R-HSA-9020933	PRDM1;IRF1;IL2RA;IL12B;IL12A;IL12RB1;IL12RB2;IL23A;IL23R;STAT4;EBI3;IL27;IFNG;STAT6;IRF4;STAT2;IL4;GATA3;ISG20;TBX21;SPIB;GCM1;HOXC11;PDLIM2;DLX3;DCST1;ZNF407;OTUD1
162	REAC:R-HSA-3299685	LGALS3;PRDX1;LDHB;TKT;TXN;AGR2;PINK1;ENO1;ISG15;DSTN;CFL1;PRDX2;GSTP1;EEF2;TPI1;SOD1;ACO2;TFCP2;PRDX6;PPIA;WDR1;ZFP36L2;YAP1;GAPDH;PKM;ALDOA;PGK1;PARK7
163	REAC:R-HSA-71403	CHCHD4;ALDH2;PITRM1;SUCLG2;SUCLA2;REXO2;NFU1;CS;ACOX1;ACADM;ECI1;GRPEL1;IDH1;ECHS1;ALDH9A1;None;IVD;ALDH1B1;TXNRD2;YARS2;ACP6;SUCLG1;IDH3A;ABHD10;FH;AADAT;OAT;OXCT1
165	REAC:R-HSA-76042	ERCC1;GTF2A2;NFYC;TAF5;XBP1;TRIM22;TBP;TBPL2;USF1;TAF8;TAF6;TAF4B;CIITA;TAF4;TAF7L;TAF11;AHR;TAF1;TBPL1;NFYA;TAF12;POU3F2;TAF13;TAF2;TAF7;TAF3;GTF2A1;NFYB
166	REAC:R-HSA-9013408	RNASEL;ELMO1;ELMO2;RHOG;ZNF80;ADGRB3;DOCK5;VMAC;ANKRD54;BOLL;ZNF385C;RPL22L1;ARL4A;ARHGEF16;ARHGAP31;ARHGEF17;MCF2;MCF2L;DOCK4;MSI1;TMEM263;ELMO3;RERG;STARD8;DAZ4;None;ARHGAP11B
167	REAC:R-HSA-375276	NPY;MLN;MLNR;HCRTR2;HCRT;GHRHR;CD200;LEP;GHRL;RCN3;TCP11;NPFF;PRUNE2;NPFFR2;ZNF441;GALR1;GAL;NPFFR1;LMBRD1;GRAPL;NPY1R;GALR2;PCSK6;PPY;PMCH;MCHR2;NPY4R
168	REAC:R-HSA-9660821	POMC;MC2R;ATP6V0E2;MC4R;MC3R;FCER1A;PLPP1;PLPP2;MRAP;LIPG;ITIH2;TMEM94;ATRNL1;DKKL1;ANGPTL4;PLPP3;FGF10;PAM;MC1R;MC5R;RASSF9;ADAMTS2;FJX1;GGCT;FXYD1;ASIP;NXPH2
169	REAC:R-HSA-375281	LHB;CGA;TSHB;GPHA2;GPHB5;FSHB;LHCGR;CCNJL;BOLA1;EPDR1;RUNDC3A;URM1;MOCS3;CTU1;MOCS1;TINAG;BTD;CCDC186;UROS;MINDY2;SIRPD;NUDT6;TATDN2;CTU2;CHST9;TRMT44;GDPGP1
170	REAC:R-HSA-9662361	GOPC;RALGAPB;CDH23;PCDH15;CLIC5;USH1C;USH2A;WHRN;OSBP2;CDHR2;MYO3A;CDHR5;ALDH1L2;TPRN;SLC26A9;MYO7B;EPCAM;MYO7A;RIPOR1;RNF220;FKBP11;CLIC2;MYO15A;ALDH1L1;GRID1;ESPN;CYYR1
174	REAC:R-HSA-373755	PLXNB1;PLXND1;SEMA4A;SEMA4D;SEMA5A;PLXNB3;IL27RA;ARHGAP35;RIT2;RND1;RHOD;BTBD3;RND2;PLXNB2;RND3;ADCK5;DIAPH2;ARHGEF12;LYPD6;HOGA1;ODF3;C12orf57;PVRIG;WHAMM;ARHGAP5;SEMA4B;SMPX
175	REAC:R-HSA-6809371	CIDEA;CIDEC;DSC3;ARG1;PKP3;PKP1;GPATCH2L;PKP2;MAST3;DSG1;ILKAP;RBM24;CCDC51;CASQ1;CFAP298;CCDC82;DSC1;NCCRP1;RPL37;CCDC27;DSC2;ALOX12B;PLBD1;DSG3;SERPINB2;UCP1;MAEL
176	REAC:R-HSA-8866907	TFAP2B;TFAP2C;ODC1;MSH4;MLH3;CITED1;RAD51AP1;HEMGN;LRRFIP2;TMSB10;DMC1;HSD17B3;ZNF510;AOPEP;MSANTD3;DLC1;TMEM129;FBP2;CITED2;ZNF302;TMOD1;H2AC6;JPT2;LMOD1;BCAS1;ZNF25;CITED4
177	REAC:R-HSA-5357956	TUBB4A;TNFAIP3;CASP7;XIAP;CASP3;SHARPIN;TNFRSF1B;IKBKB;IRF3;TRADD;VIM;EIF2AK2;TANK;TAB2;TRAF2;BIRC2;TBK1;IKBKG;CASP8;CHUK;UBE2N;TRAF6;IKBKE;CDC42;BIRC3;TNFRSF1A;RIPK1
178	REAC:R-HSA-6799198	MT-ND4;NDUFB1;NDUFA2;NDUFB5;NDUFS4;MT-ND5;NDUFV2;NDUFA10;MPV17;NDUFS6;NDUFC2;HSCB;NDUFB3;NDUFB11;NDUFB10;NDUFB7;NDUFAF3;NDUFB4;NDUFB6;NDUFA12;LAMTOR3;NDUFAF1;MT-ND1;ECSIT;NDUFA13;NDUFAF4;NDUFA11
179	REAC:R-HSA-70263	TAGLN3;GPX4;G6PD;PKIG;IMPA2;FKBP2;AKR1B1;GLO1;RDX;FKBP1B;PGAM1;PGD;GSTO2;HEBP1;FABP7;ALDOC;UMPS;ENO3;DUT;ENO2;TYMS;ITPA;TKTL2;FABP5;PGK2;AGL;TAGLN
181	REAC:R-HSA-162791	ALPL;BST2;ALPI;ALPP;VMP1;PIGS;GPR89B;GPAA1;PIGU;KIRREL2;CDH13;ERI3;ENPP6;DIAPH3;GLB1L2;DHX32;PRSS50;None;EMC3;TREH;TMEM131;PIGK;PIGT;MT-ATP6;ALPG;CPEB2
185	REAC:R-HSA-446388	PARVA;PARVB;RSU1;LIMS1;TESK1;PARVG;PLCE1;MEA1;SPRY3;NUDT5;FAM114A1;KLHL7;KLHL32;MICAL1;KLHL6;ANTKMT;CMTR2;FERMT3;ALKBH2;GCNT1;PPAT;IPP;ZNF677;FERMT1;ZNF517;NBPF6
187	REAC:R-HSA-5693554	RAD51C;XRCC3;RAD51B;ARL4C;PCNP;MYOF;HSD17B14;PALB2;XRCC2;OTUD3;LRATD2;BRIP1;MTR;MTRR;RPAIN;ADH6;FBXO33;HELQ;SPATA5L1;DNAJC12;PIPOX;DCUN1D4;NAPG;FMN1;POLN;BCAS3
189	REAC:R-HSA-525793	TEAD1;TEAD3;TWIST1;CABIN1;MEF2D;MEF2C;TGIF1;IRF2BP1;CCDC15;MEF2B;MOB3A;MBNL1;MEF2A;ABI3BP;MBNL2;VGLL1;UBTD1;NEUROG2;ASCL1;MBNL3;VGLL2;SOX18;VGLL4;YY2;ZIC3;IRF2BPL
190	REAC:R-HSA-5668599	CYBA;CYBB;NCF2;ARHGDIB;RAC3;RFK;NOX1;RAC2;ZNF706;ARFIP2;NOXO1;RBM41;ADAM22;PGAM2;BPGM;DOCK10;NRBP1;C18orf54;HIVEP2;LY6D;CNTLN;PITHD1;ABCB11;NCF4;SUMO4;PRSS12
191	REAC:R-HSA-426486	DICER1;PRKRA;TARBP2;IFRD2;COPRS;ADARB1;ZMAT4;None;PNKD;ZNF346;FOXD4L6;ARL14EP;ZFP28;MEMO1;C1orf35;ARPIN;PIWIL4;ZMAT3;ZBTB9;HCFC2;CCDC124;THAP2;AARSD1;TRIM71;PIWIL3;DCAF17
192	REAC:R-HSA-69166	REV3L;POLH;PRIM2;KDM4C;FBXO22;WRNIP1;REV1;COX6A2;POLD3;POLA2;KDM4A;POLQ;DCP2;POLD4;POLI;OSBPL10;LRRC27;POLM;POLD2;ATMIN;NIBAN1;SPRR1B;KDM4B;SNX21;HELB;FAM91A1
195	REAC:R-HSA-391908	PTGDS;TIPRL;ACAD10;HK2;MAGEA12;MTFR2;HMBS;SRM;NPEPL1;NDFIP2;TPP2;DPP3;HKDC1;HK3;PTGER2;ERVW-1;PKHD1;MTFR1L;SLC20A2;PTGFR;SLC1A4;PTGER1;ALDH8A1;ALG6;GGT5
198	REAC:R-HSA-9033241	NUDT12;BCAT2;CAT;PTGR3;ACOT8;MAGEB6;HACL1;EEF2KMT;ALDH7A1;ACAD11;CKS2;ASAP3;MPO;ACOX3;LONP2;RSPH9;CNTN5;TYSND1;TMOD4;FAHD2A;PHF21B;None;L3HYPDH;PECR;SLC7A6OS
199	REAC:R-HSA-180024	PPP3CC;PPP3R1;IL1RAPL1;SLC8A3;PPP3CB;SIK1;RCAN1;NFATC4;SIK3;ARHGAP22;SIK2;TBC1D10C;ARHGAP44;ARMC7;CRTC2;CCDC116;ESS2;CABP5;IGFBP6;TTC14;CHRNA6;PPP1R1A;PPP1R1B;SLC8A2;ITPKC
201	REAC:R-HSA-176412	FBXO5;USP6NL;PHF8;RPUSD2;TPGS2;NICN1;CDC26;CSTPP1;ANAPC2;ANAPC13;TBC1D19;EOMES;ANAPC4;OTP;DNTTIP2;TTLL1;ANAPC15;ANAPC5;SANBR;ANAPC10;ANAPC16;ANAPC1;TK2;PIFO;GPR156
203	REAC:R-HSA-162710	DPEP1;PIGA;HPCAL1;PIGP;DPM3;LHFPL3;ASIC1;ASIC2;CCDC107;PIGQ;GNAL;PIGC;TMCO3;PIGH;GPR137;PIGY;ACBD7;ENDOD1;DPM2;ABCB4;FNDC5;ASIC3;DPH6;TMEM181;STEAP2
204	REAC:R-HSA-3214847	PHF20;BAZ2A;ELP3;ELP2;CDC42EP1;NECAB3;CDC42EP3;NECAB1;MSL1;CIAO2B;PAX4;IP6K3;RHOQ;BHLHA9;FAM219B;FMNL2;KANSL2;MSL2;ELP4;KAT8;MSL3;HORMAD1;CDC42BPG;KANSL3;EIF5AL1
205	REAC:R-HSA-141333	YTHDF2;YTHDF3;CPEB4;MAOB;UBQLN3;NUP58;GLE1;DELE1;NUP62CL;RNF34;EEF1AKMT3;TSACC;NUP42;LIX1;COX7A1;DDX19A;CTIF;DDX25;ABCC5;NUP88;NTPCR;TOX3;MAOA;SEZ6L2;TOP1MT
206	REAC:R-HSA-1296072	CNTN2;CNTN1;NFASC;NRCAM;CNTNAP1;KCNA3;KCNAB3;KCNAB1;KCNA4;KCNA1;LRRC3;KCNRG;KCNAB2;HAO1;KCNE4;KCNA2;SCNN1G;KCNA10;SCNN1B;SCNN1A;KCNA6;SCN3A;SCNN1D;ADAM2;B3GALT6
207	REAC:R-HSA-1234176	RUNX3;SNCAIP;SIAH2;AJUBA;HIF3A;HNF1A;PEG3;EGLN1;DYRK1B;EGLN2;SH3RF3;KALRN;SNUPN;ZNF541;GATA5;AIPL1;FAM117A;RNF19A;SLC1A2;NUB1;CDX2;GCNT3;KIAA0232;OSR1
210	REAC:R-HSA-390522	FHL1;PLEKHG2;DOCK9;PDLIM3;ANKRD1;DYSF;MYOM2;CLMN;CAPN3;NEB;MYBPC2;SGCG;CMYA5;MYH13;MYOT;ACO1;MYBPC1;MYBPH;MYL1;SSPN;MYPN;MYH8;KY;HIVEP3
